"Text","Target","Source"
"Cannibal Holocaustup in this b!tch It was some early 80s movie from some italian guy. It's about how a expedition is made to search for a lost crew who were trying to make a documentary there. I won't spoil everything but .. 

Features real amazonian tribes. 
The Real deaths of 6 animals 
*a snake biting one of the members and getting chopped in half 
*tarantula biting a chick and getting killed too 
*a monkey (2) getting the top of its head chopped off. They killed two to get the right footage. 
* a pig being shot point blank and squealing in agonizing pain for minutes. 
* a turtle beheaded, it's shell cut out, and entrails drained and cooked. 
Realistic gore and corpses. 

If you can handle it, definitely watch it!","1.0","SchooshooterTexts"
"Don't join the military. It's a waste of your time (and life) anyways.","1.0","SchooshooterTexts"
"Believe it or not, but a lot of people want to join the military because they feel it will protect their country.","1.0","SchooshooterTexts"
"Man is omnipotent; nothing is impossible for him. What seemed like unthinkable undertakings yesterday are history today. The conquest of the moon for example: who talks about it anymore? Today we are already on the threshold of conquering our galaxy, and in a not too distant tomorrow, we'll be considering the conquest of the universe, and yet man seems to ignore the fact that on this very planet there are still people living in the stone age and practicing cannibalism.","1.0","SchooshooterTexts"
"I used to be anorexic up until 2010 when I started getting high all the time.. Then around 2013 I stopped and dropped 10 pounds, and another 10 when I stopped drinking soda. 

Now, I barely eat anything because my parents let my bro back in (he's 28) and yet this time with his piggy wife. She once ate like 4 bars of butter in a day. Dumb cunt","1.0","SchooshooterTexts"
"That reminds me.. Back in middle school back in 2006 or so, I remember having this long discussion with some skater kids about what we'd do if we were old people anyways. One of them suggested that they would blow themselves up after entering congress.. Now if this old guy woulda followed that he'd be a hero, not a zero. Take a hint all of the psychos out there

Redneck/Roughnecks. They're the stereotypical hillbillies you can find all over america; you either love sports and obsess over them or they'll collectively beat you up. Out here in the heart of the southwest, I deal with a unique type of hillbilly- one that has adapted to the harsh, inhospitable desert. At least the south has forests, ocean, beaches and swamps.. 

This town is 200 miles away from any city; it's right in the middle of nowhere and culturally, it's still stuck in the 1950s. Gays, Minorities, atheists.. they'd get lynched. In fact they actually lynched a transgender navajo a decade back. The place is pretty much 99% mormon, 80% conservative/republican, everyone does meth or tobacco, they're rednecks to the extreme! It's an oil town as well, no other jobs. 

They all annoy and anger me to the max; if I didn't drop out of the world, I'dve done some horrible things.","1.0","SchooshooterTexts"
"Immediately LEAVING this f**king town ONCE and for all. Cutting off all contact with my abusive degenerate idiotic family (all 4 of them) and moving up north of seattle, somewhere near the coast. Either that or finding a way to get canadian citizenship and setting up camp in Nova Scotia. 

Then I'll mine for resources and create my own fortification, put 2 mill into stocks carefully, buy a bunch of guns and MRE's and slowly create my own town. Maybe make a cult and become a multi-millionare off that too.","1.0","SchooshooterTexts"
"K~6 Sandy Hook
7~8 Roswell Middle School
9~12 Columbine High
College - Virginia Tech

I also used to work at a mcdonalds in texas","1.0","SchooshooterTexts"
"Pico's School back in 1999 after incident 'C' I was like 5 or something back in the UK, my older bro aged 13 showed me NG and I had it burned permanently into my memory. I'd spend a lot of my childhood hanging out with my older bro as he stumbled the internet went to the mall etc. Then 10 years after picos sk00l I made this account.","1.0","SchooshooterTexts"
"I think Marc Lepine was right all along. You let feminists get out of hand and they'll continue to erode society. The western world is degenerating and rotting, as China continues to multiply it's power. 

It's about time we take up some arms! If these fucks are gonna dox me, I'm gonna fucking hunt them down like the prey they are. I love my country! I will not stand to allow these america-haters to continue to pollute my empire! Well, if I kill people I'll just go to an american prison and nobody wants that huh? So I'll just post offensive shit on the net instead. 

In all honestly, I think they need to legalize prostitution. Give these virgins in the gaming industry some escorts instead of ugly fat feminists. The escorts are sexually experienced. The feminists have a good chance to be.. not only inexperienced, but to cut your chode off. They'd also yell at you constantly. 

I want actual equality and equal responsibilities. Feminists nowadays want to create this nightmarish 1984 authoritarian matriarchal degenesis. I know most of you probably got like brown hair and neckbeards or something. You have no experience with firearms. But it's about time you start training, because when the civil war comes in like 20 years, I want to ensure the feminists don't win. Remember, use hollow points!","1.0","SchooshooterTexts"
